_unit_id,_created_at,_golden,_id,_missed,_started_at,_tainted,_channel,_trust,_worker_id,_country,_region,_city,_ip,label,label_gold,word1,word2
1143385366,1/29/2017 05:25:24,false,2361594126,,1/29/2017 05:24:12,false,clixsense,0.75,40945060,IND,07,Delhi,45.118.158.5,unrelated,,solely,best
1143385366,1/29/2017 05:32:15,false,2361595263,,1/29/2017 05:31:19,false,clixsense,0.88,28351359,GBR,M5,Leigh-on-sea,86.160.241.121,unrelated,,solely,best
1143385366,1/29/2017 05:34:52,false,2361595730,,1/29/2017 05:33:52,false,neodev,0.8333,24577513,PHL,"","",112.198.99.65,other,,solely,best
1143385366,1/29/2017 05:36:15,false,2361595965,,1/29/2017 05:35:18,false,elite,0.75,30128662,BGR,50,Pleven,212.233.177.95,unrelated,,solely,best
1143385366,1/29/2017 05:37:15,false,2361596272,,1/29/2017 05:36:11,false,clixsense,0.72,37302437,VEN,13,Barquisimeto,190.39.81.6,unrelated,,solely,best
1143385366,1/29/2017 05:44:11,false,2361597952,,1/29/2017 05:41:34,false,clixsense,0.8462,18744137,MEX,"","",187.228.59.38,unrelated,,solely,best
1143385366,1/29/2017 06:05:16,false,2361602777,,1/29/2017 06:04:26,false,neodev,0.9,11003784,ZAF,"","",105.185.4.128,unrelated,,solely,best
1143385367,1/29/2017 05:52:41,false,2361600180,,1/29/2017 05:52:15,false,clixsense,0.72,37302437,VEN,13,Barquisimeto,190.39.81.6,unrelated,,loose,inconvenient
1143385367,1/29/2017 05:53:40,false,2361600452,,1/29/2017 05:52:10,false,neodev,0.8889,21711933,JAM,08,Kingston,72.27.46.190,other,,loose,inconvenient
1143385367,1/29/2017 06:34:57,false,2361610812,,1/29/2017 06:27:57,false,neodev,0.9091,41457763,VEN,04,Maracay,201.242.53.20,unrelated,,loose,inconvenient
1143385368,1/29/2017 05:53:26,false,2361600385,,1/29/2017 05:52:19,false,neodev,0.8824,40808897,VEN,25,Caracas,186.94.218.233,unrelated,,less,static
1143385368,1/29/2017 05:53:52,false,2361600537,,1/29/2017 05:52:49,false,clixsense,0.72,37302437,VEN,13,Barquisimeto,190.39.81.6,unrelated,,less,static
1143385368,1/29/2017 05:53:53,false,2361600542,,1/29/2017 05:52:52,false,neodev,0.8889,34779866,LKA,36,Colombo,123.231.125.184,other,,less,static
1143385368,1/29/2017 05:59:01,false,2361601597,,1/29/2017 05:56:33,false,clixsense,0.8462,18744137,MEX,"","",187.228.59.38,unrelated,,less,static
1143385369,1/29/2017 05:41:15,false,2361597205,,1/29/2017 05:40:21,false,clixsense,0.88,28351359,GBR,M5,Leigh-on-sea,86.160.241.121,unrelated,,speculative,right
1143385369,1/29/2017 05:47:59,false,2361598966,,1/29/2017 05:47:33,false,clixsense,0.72,37302437,VEN,13,Barquisimeto,190.39.81.6,unrelated,,speculative,right
1143385369,1/29/2017 05:54:10,false,2361600622,,1/29/2017 05:51:01,false,clixsense,0.8462,18744137,MEX,"","",187.228.59.38,unrelated,,speculative,right
1143385370,1/29/2017 05:14:10,false,2361592619,,1/29/2017 05:12:03,false,gifthunterclub,0.75,21110164,CHL,12,Santiago,200.86.118.120,unrelated,,painful,near
1143385370,1/29/2017 05:18:18,false,2361593172,,1/29/2017 05:17:21,false,clixsense,0.75,40945060,IND,07,Delhi,45.118.158.5,unrelated,,painful,near
1143385370,1/29/2017 05:26:20,false,2361594364,,1/29/2017 05:23:17,false,neodev,0.9091,41457763,VEN,04,Maracay,201.242.53.20,unrelated,,painful,near
1143385370,1/29/2017 05:26:30,false,2361594371,,1/29/2017 05:25:48,false,clixsense,0.88,28351359,GBR,M5,Leigh-on-sea,86.160.241.121,unrelated,,painful,near
1143385370,1/29/2017 05:37:16,false,2361596275,,1/29/2017 05:36:23,false,elite,0.75,30128662,BGR,50,Pleven,212.233.177.95,unrelated,,painful,near
1143385370,1/29/2017 05:39:29,false,2361596749,,1/29/2017 05:38:18,false,clixsense,0.72,37302437,VEN,13,Barquisimeto,190.39.81.6,unrelated,,painful,near
1143385370,1/29/2017 05:48:48,false,2361599159,,1/29/2017 05:46:50,false,elite,0.8889,36575101,IND,07,New Delhi,112.196.144.19,unrelated,,painful,near
1143385370,1/29/2017 06:08:06,false,2361603266,,1/29/2017 05:53:41,false,clixsense,0.7143,31231966,IDN,08,Surabaya,114.121.237.204,unrelated,,painful,near
1143385371,1/29/2017 05:40:19,false,2361596978,,1/29/2017 05:39:51,false,clixsense,0.88,28351359,GBR,M5,Leigh-on-sea,86.160.241.121,unrelated,,one-time,later
1143385371,1/29/2017 05:48:30,false,2361599001,,1/29/2017 05:46:19,false,clixsense,0.8462,18744137,MEX,"","",187.228.59.38,unrelated,,one-time,later
1143385371,1/29/2017 05:52:49,false,2361600195,,1/29/2017 05:52:06,false,clixsense,0.8182,7168803,RUS,65,Samara,88.200.214.177,unrelated,,one-time,later
1143385372,1/29/2017 05:35:03,false,2361595756,,1/29/2017 05:34:22,false,clixsense,0.88,28351359,GBR,M5,Leigh-on-sea,86.160.241.121,unrelated,,ulterior,ago
1143385372,1/29/2017 05:43:57,false,2361597887,,1/29/2017 05:42:25,false,clixsense,0.72,37302437,VEN,13,Barquisimeto,190.39.81.6,unrelated,,ulterior,ago
1143385372,1/29/2017 05:54:26,false,2361600717,,1/29/2017 05:50:40,false,neodev,0.875,39641439,VEN,23,Ambrosio,200.82.248.186,antonym,,ulterior,ago
1143385372,1/29/2017 05:54:55,false,2361600861,,1/29/2017 05:54:34,false,clixsense,0.8182,7168803,RUS,65,Samara,88.200.214.177,unrelated,,ulterior,ago
1143385372,1/29/2017 06:02:36,false,2361602298,,1/29/2017 06:01:38,false,neodev,0.8824,40808897,VEN,25,Caracas,186.94.218.233,unrelated,,ulterior,ago
1143385373,1/29/2017 05:23:58,false,2361593913,,1/29/2017 05:23:22,false,clixsense,0.75,40945060,IND,07,Delhi,45.118.158.5,unrelated,,cold,easily
1143385373,1/29/2017 05:31:18,false,2361595112,,1/29/2017 05:30:26,false,clixsense,0.88,28351359,GBR,M5,Leigh-on-sea,86.160.241.121,unrelated,,cold,easily
1143385373,1/29/2017 05:36:10,false,2361595922,,1/29/2017 05:33:15,false,clixsense,0.72,37302437,VEN,13,Barquisimeto,190.39.81.6,unrelated,,cold,easily
1143385373,1/29/2017 06:01:37,false,2361602090,,1/29/2017 06:00:21,false,neodev,0.8824,40808897,VEN,25,Caracas,186.94.218.233,unrelated,,cold,easily
1143385374,1/29/2017 05:20:23,false,2361593404,,1/29/2017 05:19:43,false,clixsense,0.75,40945060,IND,07,Delhi,45.118.158.5,other,,applicable,vacancy
1143385374,1/29/2017 05:21:08,false,2361593434,,1/29/2017 05:19:21,false,clixsense,0.7778,34807809,ISR,05,Tel Aviv,46.116.79.74,other,,applicable,vacancy
1143385374,1/29/2017 05:21:09,false,2361593436,,1/29/2017 05:16:20,false,gifthunterclub,0.75,21110164,CHL,12,Santiago,200.86.118.120,other,,applicable,vacancy
1143385374,1/29/2017 05:27:26,false,2361594499,,1/29/2017 05:26:31,false,clixsense,0.88,28351359,GBR,M5,Leigh-on-sea,86.160.241.121,unrelated,,applicable,vacancy
1143385374,1/29/2017 05:31:56,false,2361595215,,1/29/2017 05:29:52,false,neodev,0.9091,41457763,VEN,04,Maracay,201.242.53.20,unrelated,,applicable,vacancy
1143385374,1/29/2017 05:42:45,false,2361597593,,1/29/2017 05:39:18,false,clixsense,0.75,39134099,IND,28,Kolkata,103.240.96.196,other,,applicable,vacancy
1143385374,1/29/2017 05:58:19,false,2361601501,,1/29/2017 05:56:43,false,clixsense,0.72,37302437,VEN,13,Barquisimeto,190.39.81.6,unrelated,,applicable,vacancy
1143385374,1/29/2017 06:00:20,false,2361601841,,1/29/2017 05:59:13,false,neodev,0.8824,40808897,VEN,25,Caracas,186.94.218.233,unrelated,,applicable,vacancy
1143385375,1/29/2017 05:38:58,false,2361596657,,1/29/2017 05:37:48,false,clixsense,0.88,28351359,GBR,M5,Leigh-on-sea,86.160.241.121,antonym,,harmful,healthy
1143385375,1/29/2017 05:47:32,false,2361598868,,1/29/2017 05:45:48,false,clixsense,0.72,37302437,VEN,13,Barquisimeto,190.39.81.6,antonym,,harmful,healthy
1143385375,1/29/2017 05:48:27,false,2361598991,,1/29/2017 05:45:54,false,neodev,0.875,39641439,VEN,23,Ambrosio,200.82.248.186,antonym,,harmful,healthy
1143385375,1/29/2017 06:03:55,false,2361602557,,1/29/2017 06:03:30,false,clixsense,0.8182,7168803,RUS,65,Samara,88.200.214.177,antonym,,harmful,healthy
1143385375,1/29/2017 06:04:24,false,2361602589,,1/29/2017 06:03:33,false,neodev,0.9,11003784,ZAF,"","",105.185.4.128,antonym,,harmful,healthy
1143385375,1/29/2017 06:06:37,false,2361603004,,1/29/2017 06:04:10,false,neodev,0.8824,40808897,VEN,25,Caracas,186.94.218.233,antonym,,harmful,healthy
1143385376,1/29/2017 05:34:20,false,2361595647,,1/29/2017 05:33:51,false,clixsense,0.88,28351359,GBR,M5,Leigh-on-sea,86.160.241.121,unrelated,,generally,long
1143385376,1/29/2017 05:42:24,false,2361597491,,1/29/2017 05:40:25,false,clixsense,0.72,37302437,VEN,13,Barquisimeto,190.39.81.6,unrelated,,generally,long
1143385376,1/29/2017 06:03:30,false,2361602503,,1/29/2017 06:02:38,false,neodev,0.8824,40808897,VEN,25,Caracas,186.94.218.233,category,,generally,long
1143385377,1/29/2017 05:36:52,false,2361596186,,1/29/2017 05:35:59,false,clixsense,0.88,28351359,GBR,M5,Leigh-on-sea,86.160.241.121,unrelated,,hanker,shortly
1143385377,1/29/2017 05:46:18,false,2361598457,,1/29/2017 05:44:12,false,clixsense,0.8462,18744137,MEX,"","",187.228.59.38,unrelated,,hanker,shortly
1143385377,1/29/2017 05:53:36,false,2361600422,,1/29/2017 05:44:17,false,clixsense,0.7143,31231966,IDN,08,Surabaya,114.121.237.204,unrelated,,hanker,shortly
1143385378,1/29/2017 05:37:46,false,2361596346,,1/29/2017 05:36:53,false,clixsense,0.88,28351359,GBR,M5,Leigh-on-sea,86.160.241.121,unrelated,,problematic,available
1143385378,1/29/2017 05:47:52,false,2361598932,,1/29/2017 05:45:05,false,clixsense,0.8333,33919870,RUS,53,Novosibirsk,109.174.113.182,antonym,,problematic,available
1143385378,1/29/2017 05:48:50,false,2361599188,,1/29/2017 05:48:01,false,clixsense,0.72,37302437,VEN,13,Barquisimeto,190.39.81.6,unrelated,,problematic,available
1143385378,1/29/2017 05:52:07,false,2361600017,,1/29/2017 05:50:47,false,elite,0.8889,36575101,IND,07,New Delhi,112.196.144.19,antonym,,problematic,available
1143385378,1/29/2017 05:55:40,false,2361601004,,1/29/2017 05:54:05,false,neodev,0.8889,21711933,JAM,08,Kingston,72.27.46.190,unrelated,,problematic,available
1143385378,1/29/2017 05:58:16,false,2361601486,,1/29/2017 05:57:46,false,neodev,0.8824,40808897,VEN,25,Caracas,186.94.218.233,unrelated,,problematic,available
1143385379,1/29/2017 05:40:19,false,2361596976,,1/29/2017 05:39:51,false,clixsense,0.88,28351359,GBR,M5,Leigh-on-sea,86.160.241.121,other,,flora,fauna
1143385379,1/29/2017 05:48:30,false,2361598999,,1/29/2017 05:46:19,false,clixsense,0.8462,18744137,MEX,"","",187.228.59.38,antonym,,flora,fauna
1143385379,1/29/2017 05:52:07,false,2361600019,,1/29/2017 05:50:47,false,elite,0.8889,36575101,IND,07,New Delhi,112.196.144.19,other,,flora,fauna
1143385379,1/29/2017 05:54:59,false,2361600880,,1/29/2017 05:53:53,false,clixsense,0.72,37302437,VEN,13,Barquisimeto,190.39.81.6,antonym,,flora,fauna
1143385380,1/29/2017 05:25:24,false,2361594123,,1/29/2017 05:24:12,false,clixsense,0.75,40945060,IND,07,Delhi,45.118.158.5,unrelated,,find,indeterminate
1143385380,1/29/2017 05:32:15,false,2361595266,,1/29/2017 05:31:19,false,clixsense,0.88,28351359,GBR,M5,Leigh-on-sea,86.160.241.121,antonym,,find,indeterminate
1143385380,1/29/2017 05:34:52,false,2361595731,,1/29/2017 05:33:52,false,neodev,0.8333,24577513,PHL,"","",112.198.99.65,antonym,,find,indeterminate
1143385380,1/29/2017 05:36:15,false,2361595962,,1/29/2017 05:35:18,false,elite,0.75,30128662,BGR,50,Pleven,212.233.177.95,unrelated,,find,indeterminate
1143385380,1/29/2017 05:37:15,false,2361596270,,1/29/2017 05:36:11,false,clixsense,0.72,37302437,VEN,13,Barquisimeto,190.39.81.6,unrelated,,find,indeterminate
1143385380,1/29/2017 05:44:11,false,2361597953,,1/29/2017 05:41:34,false,clixsense,0.8462,18744137,MEX,"","",187.228.59.38,antonym,,find,indeterminate
1143385380,1/29/2017 06:05:16,false,2361602779,,1/29/2017 06:04:26,false,neodev,0.9,11003784,ZAF,"","",105.185.4.128,unrelated,,find,indeterminate
1143385381,1/29/2017 05:41:15,false,2361597206,,1/29/2017 05:40:21,false,clixsense,0.88,28351359,GBR,M5,Leigh-on-sea,86.160.241.121,other,,hard-pressed,ripe
1143385381,1/29/2017 05:47:59,false,2361598968,,1/29/2017 05:47:33,false,clixsense,0.72,37302437,VEN,13,Barquisimeto,190.39.81.6,unrelated,,hard-pressed,ripe
1143385381,1/29/2017 05:54:10,false,2361600621,,1/29/2017 05:51:01,false,clixsense,0.8462,18744137,MEX,"","",187.228.59.38,unrelated,,hard-pressed,ripe
1143385382,1/29/2017 05:42:41,false,2361597587,,1/29/2017 05:42:00,false,clixsense,0.88,28351359,GBR,M5,Leigh-on-sea,86.160.241.121,unrelated,,sole,certainly
1143385382,1/29/2017 05:50:37,false,2361599664,,1/29/2017 05:48:49,false,elite,0.8889,36575101,IND,07,New Delhi,112.196.144.19,unrelated,,sole,certainly
1143385382,1/29/2017 05:52:34,false,2361600130,,1/29/2017 05:50:29,false,neodev,0.8889,34779866,LKA,36,Colombo,123.231.125.184,unrelated,,sole,certainly
1143385382,1/29/2017 05:54:59,false,2361600876,,1/29/2017 05:53:53,false,clixsense,0.72,37302437,VEN,13,Barquisimeto,190.39.81.6,unrelated,,sole,certainly
1143385382,1/29/2017 05:56:53,false,2361601186,,1/29/2017 05:56:21,false,neodev,0.8824,40808897,VEN,25,Caracas,186.94.218.233,unrelated,,sole,certainly
1143385383,1/29/2017 05:54:04,false,2361600581,,1/29/2017 05:53:23,false,clixsense,0.8182,7168803,RUS,65,Samara,88.200.214.177,other,,everybody,totally
1143385383,1/29/2017 05:55:14,false,2361600917,,1/29/2017 05:54:09,false,neodev,0.8824,40808897,VEN,25,Caracas,186.94.218.233,entailment,,everybody,totally
1143385383,1/29/2017 06:41:50,false,2361612139,,1/29/2017 06:32:39,false,neodev,0.8333,41426443,VEN,13,Barquisimeto,190.207.131.213,other,,everybody,totally
1143385384,1/29/2017 05:23:21,false,2361593802,,1/29/2017 05:22:06,false,clixsense,0.75,40945060,IND,07,Delhi,45.118.158.5,antonym,,irreplaceable,replaceable
1143385384,1/29/2017 05:30:25,false,2361594954,,1/29/2017 05:29:40,false,clixsense,0.88,28351359,GBR,M5,Leigh-on-sea,86.160.241.121,antonym,,irreplaceable,replaceable
1143385384,1/29/2017 05:33:03,false,2361595416,,1/29/2017 05:31:23,false,clixsense,0.72,37302437,VEN,13,Barquisimeto,190.39.81.6,antonym,,irreplaceable,replaceable
1143385384,1/29/2017 05:35:16,false,2361595789,,1/29/2017 05:33:30,false,elite,0.75,30128662,BGR,50,Pleven,212.233.177.95,antonym,,irreplaceable,replaceable
1143385384,1/29/2017 06:01:38,false,2361602095,,1/29/2017 05:59:58,false,neodev,0.9,11003784,ZAF,"","",105.185.4.128,antonym,,irreplaceable,replaceable
1143385385,1/29/2017 05:42:41,false,2361597590,,1/29/2017 05:42:00,false,clixsense,0.88,28351359,GBR,M5,Leigh-on-sea,86.160.241.121,unrelated,,total,go
1143385385,1/29/2017 05:50:37,false,2361599662,,1/29/2017 05:48:49,false,elite,0.8889,36575101,IND,07,New Delhi,112.196.144.19,unrelated,,total,go
1143385385,1/29/2017 05:52:49,false,2361600196,,1/29/2017 05:52:06,false,clixsense,0.8182,7168803,RUS,65,Samara,88.200.214.177,unrelated,,total,go
1143385385,1/29/2017 05:55:40,false,2361601002,,1/29/2017 05:54:05,false,neodev,0.8889,21711933,JAM,08,Kingston,72.27.46.190,unrelated,,total,go
1143385386,1/29/2017 05:52:41,false,2361600183,,1/29/2017 05:52:15,false,clixsense,0.72,37302437,VEN,13,Barquisimeto,190.39.81.6,unrelated,,manage,today
1143385386,1/29/2017 05:53:40,false,2361600448,,1/29/2017 05:52:10,false,neodev,0.8889,21711933,JAM,08,Kingston,72.27.46.190,unrelated,,manage,today
1143385386,1/29/2017 06:34:57,false,2361610810,,1/29/2017 06:27:57,false,neodev,0.9091,41457763,VEN,04,Maracay,201.242.53.20,unrelated,,manage,today
1143385387,1/29/2017 05:54:32,false,2361600776,,1/29/2017 05:54:12,false,clixsense,0.8182,7168803,RUS,65,Samara,88.200.214.177,unrelated,,safe,item
1143385387,1/29/2017 06:05:48,false,2361602840,,1/29/2017 06:05:18,false,neodev,0.9,11003784,ZAF,"","",105.185.4.128,unrelated,,safe,item
